"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000134744.14",1676.15557259997,0.996410278714045,0.0876429332457479,11.3689745631875,5.96846341011683e-30,1.0346727827748e-27,"TUT4"
"ENSG00000144426.18",293.879600828762,1.27343057235242,0.112068436082734,11.3629726340816,6.39315228591338e-30,1.09478769126023e-27,"NBEAL1"
"ENSG00000196950.14",1918.73601145679,1.31084185424543,0.115362263327684,11.3628305863072,6.40355850071533e-30,1.09478769126023e-27,"SLC39A10"
"ENSG00000135837.16",3571.84842440059,1.08184355204911,0.0952377726970208,11.3593957671686,6.66037000262432e-30,1.13089433126751e-27,"CEP350"
"ENSG00000177888.8",1388.25702821649,1.37372593844954,0.121307657044326,11.3243135010643,9.94549664129928e-30,1.67720314107353e-27,"ZBTB41"
"ENSG00000114933.16",1159.52495123778,0.919892251013773,0.0812745656279397,11.3183287281395,1.06482554390139e-29,1.78358278603482e-27,"INO80D"
"ENSG00000084207.18",49290.0562348738,-2.20854563626765,0.195231224140987,-11.3124611392732,1.1385047869154e-29,1.89419689044516e-27,"GSTP1"
"ENSG00000087338.5",1249.04905521243,0.958027922505737,0.0848154155179031,11.2954457235845,1.38201123126111e-29,2.26887804125582e-27,"GMCL1"
"ENSG00000176108.9",1084.53040304486,-1.06235091360376,0.0940500331747846,-11.2955931831461,1.37969348494297e-29,2.26887804125582e-27,"CHMP6"
"ENSG00000130313.7",3418.86820995728,-1.23591222261359,0.109447322125502,-11.2923020738359,1.43235219324652e-29,2.33605334674877e-27,"PGLS"
"ENSG00000163870.16",2737.70554000775,-0.977001309762535,0.0865484495759708,-11.2884900255196,1.49584318934192e-29,2.42365703684878e-27,"TPRA1"
"ENSG00000188419.14",1454.7215495219,1.14084369758005,0.101137697975223,11.2801034670528,1.64552327679053e-29,2.64886506698942e-27,"CHM"
"ENSG00000198887.9",1245.65922688886,1.25453676742675,0.111239506959073,11.2777987040909,1.68919991299433e-29,2.70163005439545e-27,"SMC5"
"ENSG00000105701.16",19928.5149095863,-1.18062892904672,0.104780493232068,-11.2676404989988,1.89582304166868e-29,3.01265725660042e-27,"FKBP8"
"ENSG00000065518.8",4931.45211347388,-0.991604519286291,0.0880093229241089,-11.2670395174084,1.90880436727513e-29,3.01396562195863e-27,"NDUFB4"
"ENSG00000169967.16",2243.89745149804,1.03093120294246,0.0916342637182706,11.2504991158336,2.30285215991971e-29,3.61314588888668e-27,"MAP3K2"
"ENSG00000196976.7",1990.02574129585,-1.21520076531889,0.10808277364803,-11.2432418627244,2.50028633055899e-29,3.89824516569543e-27,"LAGE3"
"ENSG00000099624.8",4870.02759071566,-1.3790204571695,0.122778717149545,-11.2317548935606,2.84765734374767e-29,4.41208909696904e-27,"ATP5F1D"
"ENSG00000115368.10",2181.14492155821,0.928871451414637,0.0828258843943672,11.2147483628657,3.4516672762599e-29,5.31471004835298e-27,"WDR75"
"ENSG00000063245.15",12268.0517956367,-1.08999082664104,0.0972311743980362,-11.2103019776243,3.62952967250686e-29,5.5012433962084e-27,"EPN1"
"ENSG00000114395.11",1050.00395529507,-1.00419980103008,0.0895725752000225,-11.211018537623,3.60026345077583e-29,5.5012433962084e-27,"CYB561D2"
"ENSG00000196912.12",51.6512118204763,1.45903041203095,0.1301536442032,11.2100619307521,3.63938651463565e-29,5.5012433962084e-27,"ANKRD36B"
"ENSG00000182150.18",1032.0088001327,1.0852742983448,0.0968590040048861,11.204681583243,3.86741914854294e-29,5.81050428438663e-27,"ERCC6L2"
"ENSG00000163006.12",264.998116225841,1.44985583509207,0.129409628919381,11.2036163552814,3.91421965356949e-29,5.84539188024022e-27,"CCDC138"
"ENSG00000103507.14",5000.83203725647,-1.0609103365214,0.0947130526906488,-11.2013107632223,4.01744831301932e-29,5.93845309224612e-27,"BCKDK"
"ENSG00000171443.7",765.973052138513,-1.15347518535719,0.102978221409152,-11.2011566093593,4.02444582290177e-29,5.93845309224612e-27,"ZNF524"
"ENSG00000171222.10",3297.16039938001,-1.30061394006815,0.116255948011332,-11.1875044874381,4.69460703173005e-29,6.88634960453183e-27,"SCAND1"
"ENSG00000151835.16",2628.13255805429,1.38085543549868,0.123484218526335,11.1824446231093,4.97017119490077e-29,7.24767905421118e-27,"SACS"
"ENSG00000101940.18",5888.62014338218,-0.982754493955999,0.0879586228531102,-11.1729181526317,5.53326073287334e-29,7.9749728818564e-27,"WDR13"
